id,marking,group,standard,created_at,updated_at
16132,2220-0176,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16133,2220-0177,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16134,2220-0178,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16135,2220-0179,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16136,2220-0181,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16137,2220-0182,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16138,2220-0183,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16139,2220-0184,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16140,2220-0185,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16141,2220-0186,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16142,2220-0187,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16143,2220-0188,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16144,2220-0189,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16145,2220-0191,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16146,2220-0192,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16147,2220-0193,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16148,2220-0194,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16149,2220-0195,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16150,2220-0196,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16151,2220-0197,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16152,2220-0198,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16153,2220-0199,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16154,2220-0201,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16155,2220-0202,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16156,2220-0203,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16157,2220-0204,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16158,2220-0205,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16159,2220-0206,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16160,2220-0207,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16161,2220-0208,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16162,2220-0209,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16163,2220-0211,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16164,2220-0212,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16165,2220-0213,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16166,2220-0214,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16167,2220-0215,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16168,2220-0216,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16169,2220-0217,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16170,2220-0218,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16171,2220-0219,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16172,2220-0221,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16173,2220-0222,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16174,2220-0223,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16175,2220-0224,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16176,2220-0225,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16177,2220-0226,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16178,2220-0227,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16179,2220-0228,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16180,2220-0229,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16181,2220-0231,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16182,2220-0232,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16183,2220-0233,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16184,2220-0234,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16185,2220-0235,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16186,2220-0236,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16187,2220-0237,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16188,2220-0238,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16189,2220-0239,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16190,2220-0241,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16191,2220-0242,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16192,2220-0243,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16193,2220-0244,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16194,2220-0245,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16195,2220-0246,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16196,2220-0247,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16197,2220-0248,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16198,2220-0249,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16199,2220-0251,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16200,2220-0252,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16201,2220-0253,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16202,2220-0254,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16203,2220-0255,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16204,2220-0256,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16205,2220-0257,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16206,2220-0258,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16207,2220-0261,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16208,2220-0262,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16209,2220-0263,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16210,2220-0264,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16211,2220-0265,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16212,2220-0266,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16213,2220-0267,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16214,2220-0268,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16215,2220-0269,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16216,2220-0271,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16217,2220-0272,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16218,2220-0273,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16219,2220-0274,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16220,2220-0275,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16221,2220-0276,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16222,2220-0277,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16223,2220-0278,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16224,2220-0279,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16225,2220-0281,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16226,2220-0282,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16227,2220-0283,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16228,2220-0284,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16229,2220-0285,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16230,2220-0286,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16231,2220-0287,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16232,2220-0288,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16233,2220-0289,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16234,2220-0291,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16235,2220-0292,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16236,2220-0293,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16237,2220-0294,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16238,2220-0295,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16239,2220-0296,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16240,2220-0297,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16241,2220-0298,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16242,2220-0299,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16243,2220-0301,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16244,2220-0302,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16245,2220-0303,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16246,2220-0304,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16247,2220-0305,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16248,2220-0306,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16249,2220-0307,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16250,2220-0308,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16251,2220-0309,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16252,2220-0311,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16253,2220-0312,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16254,2220-0313,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16255,2220-0314,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16256,2220-0315,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16257,2220-0316,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16258,2220-0317,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16259,2220-0318,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16260,2220-0319,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16261,2220-0321,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16262,2220-0322,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16263,2220-0323,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16264,2220-0324,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16265,2220-0325,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16266,2220-0326,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16267,2220-0327,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16268,2220-0328,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16269,2220-0329,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16270,2220-0331,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16271,2220-0332,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16272,2220-0333,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16273,2220-0334,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16274,2220-0335,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16275,2220-0336,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16276,2220-0337,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16277,2220-0338,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16278,2220-0339,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16279,2220-0341,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16280,2220-0342,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16281,2220-0343,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16282,2220-0344,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16283,2220-0345,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16284,2220-0346,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16285,2220-0347,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16286,2220-0348,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16287,2220-0349,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16288,2220-0351,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16289,2220-0352,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16290,2220-0353,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16291,2220-0354,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16292,2220-0355,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16293,2220-0356,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16294,2220-0357,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16295,2220-0358,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16296,2220-0359,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16297,2220-0361,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16298,2220-0362,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16299,2220-0363,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16300,2220-0364,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16301,2220-0366,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16302,2220-0368,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16303,2220-0372,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16304,2220-0374,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16305,2220-0376,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16306,2220-0378,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16307,2220-0382,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16308,2220-0384,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16309,2220-0386,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16310,2220-0388,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16311,2220-0392,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16312,2220-0394,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16313,2220-0396,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16314,2220-0398,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16315,2220-0402,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16316,2220-0404,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16317,2220-0406,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16318,2220-0408,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16319,2220-0412,Фреза,ГОСТ 18372-73,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16320,2220-0491,Фреза,ГОСТ 16225-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16321,2220-0492,Фреза,ГОСТ 16225-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16322,2220-0493,Фреза,ГОСТ 16225-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16323,2220-0494,Фреза,ГОСТ 16225-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
16324,2220-0505,Фреза,ГОСТ 16225-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
