id,D,L,l,d,z,a_,d_1_,d_2_,l_,L_,f_,q_,morse_taper,execution,fi_,type_cutter_,material,type_of_cutting_part_,group,tool_type,standard,D_1,f_additional_,D_additional,P,l_nominal_,d_,d_additional_,d_1_additional_,direction,B,c_,c_additional_,h_,R,R_additional,m_n0_,L_additional,K,K_additional,accuracy,D_2,l_1_,f_deviation_,g_,g_deviation_,zxd_xD,z_0_,series,groove_accuracy,m_0_,subgroup,h_additional_,m_,metric_shank,b_,S,t_,d_0_,l_additional_,omega_,l_2_,r_,r_additional_,B_additional,H,omega_u_,D_deviation,c_general_purpose_,c_keyway_,metric_taper,alpha_,created_at,updated_at
221,4.5,32.0,,,4.0,,,,10.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,4.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
222,4.5,32.0,,,3.0,,,,10.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,4.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
223,5.0,36.0,,,3.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
224,4.5,32.0,,,4.0,,,,10.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,4.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
225,5.0,36.0,,,4.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
226,5.5,36.0,,,3.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
227,5.0,36.0,,,3.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
228,5.5,36.0,,,4.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
229,5.0,36.0,,,4.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
230,5.5,36.0,,,5.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
231,5.5,36.0,,,3.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
232,6.0,40.0,,,3.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
233,5.5,36.0,,,4.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
234,6.0,40.0,,,4.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
235,6.0,40.0,,,5.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
236,5.5,36.0,,,5.0,,,,12.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
237,6.5,40.0,,,3.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
238,6.0,40.0,,,3.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
239,6.5,40.0,,,4.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
240,6.0,40.0,,,4.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
241,6.5,40.0,,,5.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
242,6.0,40.0,,,5.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
243,7.0,40.0,,,3.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
244,7.0,40.0,,,4.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
245,6.5,40.0,,,3.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
246,7.0,40.0,,,5.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
247,6.5,40.0,,,4.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
248,7.5,40.0,,,3.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
249,6.5,40.0,,,5.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
250,7.5,40.0,,,4.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
251,7.0,40.0,,,3.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
252,7.5,40.0,,,5.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
253,8.0,45.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
254,7.0,40.0,,,4.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
255,8.0,45.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
256,7.0,40.0,,,5.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
257,8.0,45.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
258,7.5,40.0,,,3.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
259,8.5,45.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
260,7.5,40.0,,,4.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
261,8.5,45.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
262,8.5,45.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
263,7.5,40.0,,,5.0,,,,16.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
264,9.0,45.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
265,8.0,45.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
266,9.0,45.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
267,8.0,45.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
268,9.0,45.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
269,8.0,45.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
270,9.5,45.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
271,9.5,45.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
272,8.5,45.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
273,9.5,45.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
274,8.5,45.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
275,10.0,50.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
276,8.5,45.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
277,10.0,50.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
278,9.0,45.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
279,10.0,50.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
280,10.5,50.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
281,9.0,45.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
282,10.5,50.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
283,9.0,45.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
284,10.5,50.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
285,9.5,45.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
286,11.0,50.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,11.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
287,9.5,45.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
288,11.0,50.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,11.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
289,9.5,45.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
290,11.5,50.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,11.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
291,10.0,50.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
292,11.5,50.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,11.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
293,10.0,50.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
294,11.5,50.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,11.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
295,10.0,50.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
296,12.0,60.0,,,3.0,,,,25.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,12.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
297,12.0,60.0,,,4.0,,,,25.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,12.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
298,10.5,50.0,,,3.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
299,12.0,60.0,,,5.0,,,,25.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,12.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
300,10.5,50.0,,,4.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
301,5.0,58.0,,,3.0,,,,24.0,,,,,,90.0,Концевая,1,1.0,Тип 2,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
302,10.5,50.0,,,5.0,,,,20.0,,,,,,90.0,Концевая,1,1.0,Тип 1,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
