id,D,L,l,d,z,a_,d_1_,d_2_,l_,L_,f_,q_,morse_taper,execution,fi_,type_cutter_,material,type_of_cutting_part_,group,tool_type,standard,D_1,f_additional_,D_additional,P,l_nominal_,d_,d_additional_,d_1_additional_,direction,B,c_,c_additional_,h_,R,R_additional,m_n0_,L_additional,K,K_additional,accuracy,D_2,l_1_,f_deviation_,g_,g_deviation_,zxd_xD,z_0_,series,groove_accuracy,m_0_,subgroup,h_additional_,m_,metric_shank,b_,S,t_,d_0_,l_additional_,omega_,l_2_,r_,r_additional_,B_additional,H,omega_u_,D_deviation,c_general_purpose_,c_keyway_,metric_taper,alpha_,created_at,updated_at
14435,32.0,,,,10.0,,,,16.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,20.0,,,,,13.0,,,,,,,,,,,,,,"ААА, АА, А, В",,3.0,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14436,32.0,,,,10.0,,,,16.0,,,,,1.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,20.0,,,,,13.0,,,,,,,,,,,,,,"ААА, АА, А, В",,3.0,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14437,32.0,,,,10.0,,,,16.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,20.0,,,,,13.0,,,,,,,,,,,,,,"ААА, АА, А, В",,3.0,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14438,32.0,,,,10.0,,,,16.0,,,,,1.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,20.0,,,,,13.0,,,,,,,,,,,,,,"ААА, АА, А, В",,3.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14439,32.0,,,,10.0,,,,16.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,20.0,,,,,13.0,,,,,,,,,,,,,,"ААА, АА, А, В",,3.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14440,32.0,,,,10.0,,,,16.0,,,,,1.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,20.0,,,,,13.0,,,,,,,,,,,,,,"ААА, АА, А, В",,3.0,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14982,100.0,80.0,,,18.0,,,,,,,,,1.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,,5.0,80.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14449,32.0,,,,10.0,,,,16.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,20.0,,,,,13.0,,,,,,,,,,,,,,"ААА, АА, А, В",,3.0,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14450,40.0,,,,12.0,,,,28.0,,,,,1.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14451,40.0,,,,12.0,,,,28.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14452,,,,,12.0,,,,28.0,,,,,1.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14453,,,,,12.0,,,,28.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14454,40.0,,,,12.0,,,,28.0,,,,,1.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14455,40.0,,,,12.0,,,,28.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14456,40.0,,,,12.0,,,,28.0,,,,,1.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14457,40.0,,,,12.0,,,,28.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14458,40.0,,,,12.0,,,,28.0,,,,,1.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14459,40.0,,,,12.0,,,,28.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14460,40.0,,,,12.0,,,,28.0,,,,,1.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14461,40.0,,,,12.0,,,,28.0,,,,,2.0,90.0,Червячная,"0, 1",1.0,,Фреза,ГОСТ 10331-81,25.0,,,,,16.0,,,,,,,,,,,,,,"ААА, АА, А, В",,4.0,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14462,180.0,165.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,8.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14463,180.0,165.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,8.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14464,200.0,170.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,9.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14465,200.0,170.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,9.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14466,200.0,210.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,10.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14467,200.0,210.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,10.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14468,180.0,180.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,40.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,10.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14469,180.0,180.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,40.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,10.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14470,212.0,215.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,11.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14471,212.0,215.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,11.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14472,180.0,180.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,40.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,11.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14473,180.0,180.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,40.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,11.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14474,225.0,240.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,12.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14475,225.0,240.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,12.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14476,200.0,200.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,12.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14477,200.0,200.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,12.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14478,250.0,240.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,70.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,14.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14508,50.0,32.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,1.0,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14479,250.0,240.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,70.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,14.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14480,200.0,200.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,14.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14481,200.0,200.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,14.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14482,265.0,270.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,70.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,16.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14483,265.0,270.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,70.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,16.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14484,225.0,225.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,16.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14485,225.0,225.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,16.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14486,280.0,290.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,80.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,18.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14487,280.0,290.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,80.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,18.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14488,225.0,225.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,18.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14489,225.0,225.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,50.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,18.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14490,300.0,310.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,80.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,20.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14491,300.0,310.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,80.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,20.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14492,250.0,250.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,20.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14493,250.0,250.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,60.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,20.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14494,320.0,330.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,80.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,22.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14495,320.0,330.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,80.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,22.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14496,270.0,325.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,70.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,22.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14497,270.0,325.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,70.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,22.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14498,340.0,360.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,80.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,25.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14499,340.0,360.0,,,10.0,,,,,,,,,1.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,80.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,25.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14500,305.0,360.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,70.0,,,Правозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,25.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14501,305.0,360.0,,,8.0,,,,,,,,,2.0,90.0,Червячная,"0, 1",1.0,Тип 3,Фреза,ГОСТ 9324-80,,,,,,70.0,,,Левозаходные,,,,,,,,,,,"АА, А, В, С, D",,,,,,,,,,25.0,С модификацией профиля зубьев,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14502,50.0,32.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,0.5,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14503,50.0,32.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,0.5,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14504,50.0,32.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,0.6,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14505,50.0,32.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,0.6,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14506,50.0,32.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,0.8,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14507,50.0,32.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,0.8,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14509,50.0,32.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,1.0,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14510,50.0,40.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,1.25,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14511,50.0,40.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,1.25,,2.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14512,56.0,45.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,1.5,,3.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14513,56.0,45.0,,,12.0,4.0,22.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,1.5,,3.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
