index,Обозначение,a_,D,d_1_,d_2_,l_,L,f_,z,Конус_Морзе,Исполнение,fi_,Группа,Тип_инструмента,Стандарт,D_1,P,d_,Направление,B,K,Точность,D_2,l_1_,Серия,omega_,r_,D_ном.,D_1_доп.,D_2_доп.,L_1,L_2,L_3,L_3_доп.,Разряд,Тип_хвостовика,l_откл._,L_откл.,r_откл._,l_0_,k_,K_откл.,a_откл._
11647,2302-0821,0.5,10.5,9.9,,90.0,170.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.1,Нормальная,,95.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11648,2302-0822,0.5,10.8,10.2,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.1,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11649,2302-0823,0.5,11.0,10.3,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.1,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11650,2302-0824,0.5,11.2,10.5,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11651,2302-0825,0.5,11.5,10.8,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11652,2302-0826,0.5,11.8,11.1,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11653,2302-0827,0.5,12.0,11.3,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11654,2302-0828,0.5,12.2,11.5,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11655,2302-0829,0.5,12.5,11.8,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11656,2302-0831,0.55,12.8,12.0,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11657,2302-0832,0.55,13.0,12.3,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.8,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11658,2302-0833,0.55,13.2,12.5,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.8,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11659,2302-0834,0.55,13.5,12.8,,110.0,190.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.8,Нормальная,,115.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11660,2302-0835,0.55,13.8,13.0,,110.0,190.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,4.8,Нормальная,,115.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11661,2302-0836,0.55,14.0,13.3,,110.0,190.0,1.0,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,115.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11662,2302-0837,0.55,14.25,13.55,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11663,2302-0838,0.55,14.5,13.8,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11664,2302-0839,0.55,14.75,14.05,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11665,2302-0841,0.55,15.0,14.2,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11666,2302-0842,0.6,15.25,14.45,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11667,2302-0843,0.6,15.4,14.6,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11668,2302-0844,0.6,15.5,14.7,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11669,2302-0845,0.6,15.75,14.95,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11670,2302-0846,0.6,16.0,15.2,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11671,2302-0847,0.6,16.25,15.5,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,,Нормальная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11672,2302-0848,0.6,16.5,15.7,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.8,Нормальная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11673,2302-0849,0.6,15.75,15.95,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.8,Нормальная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11674,2302-0851,0.6,17.0,16.1,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,5.8,Нормальная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11675,2302-0852,0.6,17.25,16.3,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11676,2302-0853,0.6,17.4,16.4,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11677,2302-0854,0.6,17.5,16.5,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11678,2302-0855,0.6,17.75,16.75,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11679,2302-0856,0.6,18.0,17.0,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11680,2302-0857,0.65,18.25,17.2,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.5,Нормальная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11681,2302-0858,0.65,18.5,17.5,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.5,Нормальная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11682,2302-0859,0.65,18.75,17.7,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.5,Нормальная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11683,2302-0861,0.65,19.0,18.0,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.5,Нормальная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11684,2302-0862,0.65,19.25,18.2,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11685,2302-0863,0.65,19.4,18.4,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11686,2302-0864,0.65,19.5,18.5,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11687,2302-0865,0.65,19.75,18.7,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11688,2302-0866,0.65,20.0,18.8,,140.0,240.0,1.5,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11689,2302-0871,0.25,6.0,5.64,,60.0,140.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.3,Повышенная,,65.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11690,2302-0872,0.3,6.2,5.83,,65.0,145.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.5,Повышенная,,70.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11691,2302-0873,0.3,6.5,6.11,,65.0,145.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.5,Повышенная,,70.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11692,2302-0874,0.3,6.8,6.4,,70.0,150.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.7,Повышенная,,75.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11693,2302-0875,0.3,7.0,6.58,,70.0,150.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.7,Повышенная,,75.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11694,2302-0876,0.35,7.2,6.77,,70.0,150.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.0,Повышенная,,75.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11695,2302-0877,0.35,7.5,7.05,,70.0,150.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.0,Повышенная,,75.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11696,2302-0878,0.35,7.8,7.33,,75.0,155.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.2,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11697,2302-0879,0.35,8.0,7.52,,75.0,155.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.2,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11698,2302-0881,0.4,8.2,7.71,,75.0,155.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.4,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11699,2302-0882,0.4,8.5,7.99,,75.0,155.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.4,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11700,2302-0883,0.4,8.8,8.27,,80.0,160.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.6,Повышенная,,85.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11701,2302-0884,0.4,9.0,8.46,,80.0,160.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.6,Повышенная,,85.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11702,2302-0885,0.45,9.2,8.65,,80.0,160.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.6,Повышенная,,85.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11703,2302-0886,0.45,9.5,8.93,,80.0,160.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.6,Повышенная,,85.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11704,2302-0887,0.45,9.8,9.22,,90.0,170.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.8,Повышенная,,95.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11705,2302-0888,0.45,10.0,9.4,,90.0,170.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.8,Повышенная,,95.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11706,2302-0889,0.5,10.2,9.6,,90.0,170.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.1,Повышенная,,95.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11707,2302-0891,0.5,10.5,9.9,,90.0,170.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.1,Повышенная,,95.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11708,2302-0892,0.5,10.8,10.2,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.1,Повышенная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11709,2302-0893,0.5,11.0,10.3,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.1,Повышенная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11710,2302-0894,0.5,11.2,10.5,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Повышенная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11711,2302-0895,0.5,11.5,10.8,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Повышенная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11712,2302-0896,0.5,11.8,11.1,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Повышенная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11713,2302-0897,0.5,12.0,11.3,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Повышенная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11714,2302-0898,0.5,12.2,11.5,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Повышенная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11715,2302-0899,0.5,12.5,11.8,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Повышенная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11716,2302-0901,0.55,12.8,12.0,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Повышенная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11717,2302-0902,0.55,13.0,12.3,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.8,Повышенная,,105.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11718,2302-0903,0.55,13.2,12.5,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.8,Повышенная,,105.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11719,2302-0904,0.55,13.5,12.8,,110.0,190.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.8,Повышенная,,115.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11720,2302-0905,0.55,13.8,13.0,,110.0,190.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.8,Повышенная,,115.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11721,2302-0906,0.55,14.0,13.3,,110.0,190.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Повышенная,,115.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11722,2302-0907,0.55,14.25,13.55,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Повышенная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11723,2302-0908,0.55,14.5,13.8,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Повышенная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11724,2302-0909,0.55,14.75,14.05,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Повышенная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11725,2302-0911,0.55,15.0,14.2,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Повышенная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11726,2302-0912,0.6,15.25,14.45,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Повышенная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11727,2302-0913,0.6,15.4,14.6,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Повышенная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11728,2302-0914,0.6,15.5,14.7,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Повышенная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11729,2302-0915,0.6,15.75,14.95,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Повышенная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11730,2302-0916,0.6,16.0,15.2,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Повышенная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11731,2302-0917,0.6,16.25,15.5,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,,Повышенная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11732,2302-0918,0.6,16.5,15.7,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.8,Повышенная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11733,2302-0919,0.6,15.75,15.95,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.8,Повышенная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11734,2302-0921,0.6,17.0,16.1,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.8,Повышенная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11735,2302-0922,0.6,17.25,16.3,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Повышенная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11736,2302-0923,0.6,17.4,16.4,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Повышенная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11737,2302-0924,0.6,17.5,16.5,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Повышенная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11738,2302-0925,0.6,17.75,16.75,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Повышенная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11739,2302-0926,0.6,18.0,17.0,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Повышенная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11740,2302-0927,0.65,18.25,17.2,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.5,Повышенная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11741,2302-0928,0.65,18.5,17.5,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.5,Повышенная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11742,2302-0929,0.65,18.75,17.7,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.5,Повышенная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11743,2302-0931,0.65,19.0,18.0,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.5,Повышенная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11744,2302-0932,0.65,19.25,18.2,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Повышенная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11745,2302-0933,0.65,19.4,18.4,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Повышенная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11746,2302-0934,0.65,19.5,18.5,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Повышенная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11747,2302-0935,0.65,19.75,18.7,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Повышенная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11748,2302-0936,0.65,20.0,18.8,,140.0,240.0,1.5,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Повышенная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11749,2302-0941,0.25,6.0,5.64,,60.0,140.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.3,Нормальная,,65.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11750,2302-0942,0.3,6.2,5.83,,65.0,145.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.5,Нормальная,,70.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11751,2302-0943,0.3,6.5,6.11,,65.0,145.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.5,Нормальная,,70.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11752,2302-0944,0.3,6.8,6.4,,70.0,150.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.7,Нормальная,,75.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11753,2302-0945,0.3,7.0,6.58,,70.0,150.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,2.7,Нормальная,,75.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.05
11754,2302-0946,0.35,7.2,6.77,,70.0,150.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.0,Нормальная,,75.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11755,2302-0947,0.35,7.5,7.05,,70.0,150.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.0,Нормальная,,75.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11756,2302-0948,0.35,7.8,7.33,,75.0,155.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.2,Нормальная,,80.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11757,2302-0949,0.35,8.0,7.52,,75.0,155.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.2,Нормальная,,80.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11758,2302-0951,0.4,8.2,7.71,,75.0,155.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.4,Нормальная,,80.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
